KO	base_KO	symbol	name	module	pathways	n_isolates	Pauljensenia__(9)	Actinomyces__(15)	Staphy.+Nialla__(10)	Cupriayidus__(8)	Cutibacterium__(14)	Fusobacterium+Leptotrichia__(13)	Gemella__(5)	Granulicatella__(12)	Haemophilus__(11)	Micrococcus__(7)	Prevotella__(6)	Rothia__(4)	Strep.II__(2)	Strep.I__(1)	Veillonella__(3)
K18291	K00096	ich-P	itaconyl-CoA hydratase / mesaconyl-C4 CoA hydratase [EC:4.2.1.56 4.2.1.-]	""	map00660 C5-Branched dibasic acid metabolism,map01100 Metabolic pathways	2	0.562	0.991	0.562	0.496	3.095	0.842	0.386	0.842	0.638	0.496	0.438	0.386	0.034	-0.208	0.339
K18354	K00096	vanK	vancomycin resistance protein VanK	Vancomycin resistance, D-Ala-D-Lac type	map01502 Vancomycin resistance,map02020 Two-component system	2	0.562	0.991	0.562	0.496	3.095	0.842	0.386	0.842	0.638	0.496	0.438	0.386	0.034	-0.208	0.339
K20901	K00096	lerK	L-erythrulose 1-kinase [EC:2.7.1.209]	""	""	2	0.562	0.991	0.562	0.496	3.095	0.842	0.386	0.842	0.638	0.496	0.438	0.386	0.034	-0.208	0.339
K21379	K00096	vioB	dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase [EC:2.3.1.209]	""	map00541 O-Antigen nucleotide sugar biosynthesis,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars	2	0.562	0.991	0.562	0.496	3.095	0.842	0.386	0.842	0.638	0.496	0.438	0.386	0.034	-0.208	0.339
K21473	K00096	ripA	peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]	""	""	2	0.562	0.991	0.562	0.496	3.095	0.842	0.386	0.842	0.638	0.496	0.438	0.386	0.034	-0.208	0.339
K22227	K00096	ahbD	AdoMet-dependent heme synthase [EC:1.3.98.6]	Heme biosynthesis, archaea, siroheme => heme	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors	2	0.562	0.991	0.562	0.496	3.095	0.842	0.386	0.842	0.638	0.496	0.438	0.386	0.034	-0.208	0.339
K00097	K00097	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map00750 Vitamin B6 metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	32	-0.679	-0.245	-0.241	1.745	0.477	-0.396	-0.859	-0.396	1.577	-0.746	1.817	-0.859	-1.225	-1.488	1.945
K00099	K00099	dxr	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	C5 isoprenoid biosynthesis, non-mevalonate pathway	map00900 Terpenoid backbone biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites	59	1.215	0.769	-0.67	1.285	0.769	0.365	-1.286	-0.81	1.134	1.285	1.348	1.405	-1.68	-1.986	1.457
K00100	K00100	bdhAB	butanol dehydrogenase [EC:1.1.1.-]	""	map00650 Butanoate metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	16	-0.312	0.119	0.146	-0.379	0.119	-0.031	-0.49	1.758	0.707	-0.379	-0.437	-0.49	-0.847	-1.097	2.553
K19955	K00100	adh2	alcohol dehydrogenase [EC:1.1.1.-]	""	""	16	-0.312	0.119	0.146	-0.379	0.119	-0.031	-0.49	1.758	0.707	-0.379	-0.437	-0.49	-0.847	-1.097	2.553
K00101	K00101	lldD	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	""	map00620 Pyruvate metabolism,map01100 Metabolic pathways	18	-0.37	1.517	-0.37	2.151	0.061	-0.089	-0.548	-0.089	1.025	0.411	-0.495	0.77	-0.906	-1.158	-0.596
K00102	K00102	LDHD, dld	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	""	map00620 Pyruvate metabolism,map01100 Metabolic pathways	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00228	K00102	CPOX, hemF	coproporphyrinogen III oxidase [EC:1.3.3.3]	Heme biosynthesis, plants and bacteria, glutamate => heme	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00404	K00102	ccoN	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]	Cytochrome c oxidase, cbb3-type	map00190 Oxidative phosphorylation,map01100 Metabolic pathways,map02020 Two-component system	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00405	K00102	ccoO	cytochrome c oxidase cbb3-type subunit II	Cytochrome c oxidase, cbb3-type	map00190 Oxidative phosphorylation,map01100 Metabolic pathways,map02020 Two-component system	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00407	K00102	ccoQ	cytochrome c oxidase cbb3-type subunit IV	Cytochrome c oxidase, cbb3-type	map00190 Oxidative phosphorylation,map01100 Metabolic pathways,map02020 Two-component system	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00410	K00102	fbcH	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	Cytochrome bc1 complex respiratory unit	map00190 Oxidative phosphorylation,map01100 Metabolic pathways,map02020 Two-component system	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00411	K00102	UQCRFS1, RIP1, petA	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	Cytochrome bc1 complex respiratory unit	map00190 Oxidative phosphorylation,map01100 Metabolic pathways,map02020 Two-component system,map04260 Cardiac muscle contraction,map04714 Thermogenesis,map04932 Non-alcoholic fatty liver disease,map05010 Alzheimer disease,map05012 Parkinson disease,map05014 Amyotrophic lateral sclerosis,map05016 Huntington disease,map05020 Prion disease,map05022 Pathways of neurodegeneration - multiple diseases,map05208 Chemical carcinogenesis - reactive oxygen species,map05415 Diabetic cardiomyopathy	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00413	K00102	CYC1, CYT1, petC	ubiquinol-cytochrome c reductase cytochrome c1 subunit	Cytochrome bc1 complex respiratory unit	map00190 Oxidative phosphorylation,map01100 Metabolic pathways,map02020 Two-component system,map04260 Cardiac muscle contraction,map04714 Thermogenesis,map04932 Non-alcoholic fatty liver disease,map05010 Alzheimer disease,map05012 Parkinson disease,map05014 Amyotrophic lateral sclerosis,map05016 Huntington disease,map05020 Prion disease,map05022 Pathways of neurodegeneration - multiple diseases,map05208 Chemical carcinogenesis - reactive oxygen species,map05415 Diabetic cardiomyopathy	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00992	K00102	murU	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	""	map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K01058	K00102	pldA	phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	""	map00564 Glycerophospholipid metabolism,map00565 Ether lipid metabolism,map00590 Arachidonic acid metabolism,map00591 Linoleic acid metabolism,map00592 alpha-Linolenic acid metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K01459	K00102	E3.5.1.77	N-carbamoyl-D-amino-acid hydrolase [EC:3.5.1.77]	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K01501	K00102	E3.5.5.1	nitrilase [EC:3.5.5.1]	""	map00380 Tryptophan metabolism,map00460 Cyanoamino acid metabolism,map00627 Aminobenzoate degradation,map00643 Styrene degradation,map00910 Nitrogen metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K01682	K00102	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	Citrate cycle (TCA cycle, Krebs cycle)	map00020 Citrate cycle (TCA cycle),map00630 Glyoxylate and dicarboxylate metabolism,map00640 Propanoate metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01210 2-Oxocarboxylic acid metabolism,map01230 Biosynthesis of amino acids	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K01690	K00102	edd	phosphogluconate dehydratase [EC:4.2.1.12]	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	map00030 Pentose phosphate pathway,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K02192	K00102	bfd	bacterioferritin-associated ferredoxin	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K02655	K00102	pilE	type IV pilus assembly protein PilE	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K03181	K00102	ubiC	chorismate lyase [EC:4.1.3.40]	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	map00130 Ubiquinone and other terpenoid-quinone biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K03182	K00102	ubiD	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	map00130 Ubiquinone and other terpenoid-quinone biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K03186	K00102	ubiX, bsdB, PAD1	flavin prenyltransferase [EC:2.5.1.129]	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	map00130 Ubiquinone and other terpenoid-quinone biosynthesis,map00627 Aminobenzoate degradation,map00740 Riboflavin metabolism,map00900 Terpenoid backbone biosynthesis,map00940 Phenylpropanoid biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01220 Degradation of aromatic compounds,map01240 Biosynthesis of cofactors	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K03619	K00102	hyaE	hydrogenase-1 operon protein HyaE	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K03690	K00102	ubiJ	ubiquinone biosynthesis accessory factor UbiJ	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K03941	K00102	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2]	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	map00190 Oxidative phosphorylation,map01100 Metabolic pathways,map04714 Thermogenesis,map04723 Retrograde endocannabinoid signaling,map04932 Non-alcoholic fatty liver disease,map05010 Alzheimer disease,map05012 Parkinson disease,map05014 Amyotrophic lateral sclerosis,map05016 Huntington disease,map05020 Prion disease,map05022 Pathways of neurodegeneration - multiple diseases,map05208 Chemical carcinogenesis - reactive oxygen species,map05415 Diabetic cardiomyopathy	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K05805	K00102	creA	CreA protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K06195	K00102	apaG	ApaG protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K06923	K00102	K06923	uncharacterized protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K06938	K00102	K06938	uncharacterized protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K07152	K00102	SCO1	protein SCO1	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K07289	K00102	asmA	AsmA protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K07290	K00102	yhjG	AsmA family protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K07501	K00102	K07501	3'-5' exonuclease	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K08485	K00102	ptsO, npr	phosphocarrier protein NPr	""	map02060 Phosphotransferase system (PTS)	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K08973	K00102	hemJ	protoporphyrinogen IX oxidase [EC:1.3.99.-]	Heme biosynthesis, plants and bacteria, glutamate => heme	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K09788	K00102	prpF	2-methylaconitate isomerase [EC:5.3.3.-]	""	map00640 Propanoate metabolism,map01100 Metabolic pathways	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K09792	K00102	K09792	uncharacterized protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K09806	K00102	ubiK	ubiquinone biosynthesis accessory factor UbiK	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K09857	K00102	K09857	uncharacterized protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K09926	K00102	K09926	uncharacterized protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K09941	K00102	K09941	uncharacterized protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K09977	K00102	K09977	uncharacterized protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K10764	K00102	metZ	O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	""	map00270 Cysteine and methionine metabolism,map00920 Sulfur metabolism,map01100 Metabolic pathways	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K11935	K00102	pgaA	biofilm PGA synthesis protein PgaA	""	map02026 Biofilm formation - Escherichia coli	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K12541	K00102	lapB	ATP-binding cassette, subfamily C, bacterial LapB	""	map02010 ABC transporters	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K13893	K00102	yejA	microcin C transport system substrate-binding protein	""	map02010 ABC transporters	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K13895	K00102	yejE	microcin C transport system permease protein	""	map02010 ABC transporters	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K13896	K00102	yejF	microcin C transport system ATP-binding protein	""	map02010 ABC transporters	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K15333	K00102	TRM3, TARBP1	tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K15862	K00102	ccoNO	cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9]	Cytochrome c oxidase, cbb3-type	map00190 Oxidative phosphorylation,map01100 Metabolic pathways,map02020 Two-component system	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K16239	K00102	bsdC	4-hydroxybenzoate decarboxylase subunit C [EC:4.1.1.61]	""	map00627 Aminobenzoate degradation,map01120 Microbial metabolism in diverse environments	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K18094	K00102	mexX, amrA	membrane fusion protein, multidrug efflux system	Multidrug resistance, efflux pump MexXY-OprM	map01501 beta-Lactam resistance,map02020 Two-component system	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K18588	K00102	COQ10	coenzyme Q-binding protein COQ10	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K19303	K00102	mepH	murein DD-endopeptidase [EC:3.4.-.-]	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K19337	K00102	hexR	RpiR family transcriptional regulator, carbohydrate utilization regulator	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K20455	K00102	acnD	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]	""	map00640 Propanoate metabolism,map01100 Metabolic pathways	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K21345	K00102	rfaE2	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]	ADP-L-glycero-D-manno-heptose biosynthesis	map00540 Lipopolysaccharide biosynthesis,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K21677	K00102	hpnE	hydroxysqualene dehydroxylase [EC:1.17.8.1]	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K21679	K00102	hpnC	hydroxysqualene synthase [EC:4.2.3.156]	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K22110	K00102	kdgM, kdgN, nanC, ompL	oligogalacturonate-specific porin family protein	""	""	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K22292	K00102	mupP	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]	""	map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars	7	0.066	0.496	0.066	3.554	0.496	0.346	-0.11	0.346	0.142	0	-0.058	-0.11	-0.464	-0.709	-0.158
K00103	K00103	GULO	L-gulonolactone oxidase [EC:1.1.3.8]	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	map00053 Ascorbate and aldarate metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K02385	K00103	flbD	flagellar protein FlbD	""	""	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K07300	K00103	chaA, CAX	Ca2+:H+ antiporter	""	""	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K09703	K00103	K09703	uncharacterized protein	""	""	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K09759	K00103	aspC, aspS	nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]	""	map00970 Aminoacyl-tRNA biosynthesis	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K13626	K00103	fliW	flagellar assembly factor FliW	""	""	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K14189	K00103	dltE	uncharacterized oxidoreductase [EC:1.-.-.-]	""	""	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K18910	K00103	dpe, lre	D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]	""	""	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K22503	K00103	DARS1	aspartyl-tRNA synthetase [EC:6.1.1.12]	""	map00970 Aminoacyl-tRNA biosynthesis	2	0.562	0.991	1.377	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	0.339
K00104	K00104	glcD	glycolate oxidase [EC:1.1.3.15]	""	map00630 Glyoxylate and dicarboxylate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments	10	-0.092	0.339	0.392	0.309	0.339	0.802	-0.269	0.189	-0.015	2.698	-0.216	-0.269	-0.623	-0.87	-0.316
K21405	K00104	acoR	sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR	""	""	10	-0.092	0.339	0.392	0.309	0.339	0.802	-0.269	0.189	-0.015	2.698	-0.216	-0.269	-0.623	-0.87	-0.316
K00105	K00105	E1.1.3.21	alpha-glycerophosphate oxidase [EC:1.1.3.21]	""	map00564 Glycerophospholipid metabolism,map01110 Biosynthesis of secondary metabolites	24	-0.519	-0.086	-0.519	-0.585	-0.086	-0.236	-0.697	-0.236	-0.442	-0.585	-0.644	-0.697	1.611	0.364	-0.745
K00108	K00108	betA, CHDH	choline dehydrogenase [EC:1.1.99.1]	Betaine biosynthesis, choline => betaine	map00260 Glycine, serine and threonine metabolism,map01100 Metabolic pathways	13	-0.213	0.218	1.845	0.172	0.218	0.068	-0.39	0.068	-0.136	2.418	-0.338	-0.39	-0.746	-0.994	-0.438
K00111	K00111	glpA, glpD	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	""	map00564 Glycerophospholipid metabolism,map01110 Biosynthesis of secondary metabolites	63	1.157	0.713	1.157	-0.815	0.713	0.308	-1.345	-0.866	-0.183	1.227	-0.507	1.345	0.664	-0.477	-1.397
K00112	K00112	glpB	glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	""	map00564 Glycerophospholipid metabolism,map01110 Biosynthesis of secondary metabolites	12	2.36	0.255	-0.175	-0.242	1.737	0.105	-0.352	0.105	0.869	-0.242	0.556	-0.352	-0.708	-0.955	-0.4
K00113	K00113	glpC	glycerol-3-phosphate dehydrogenase subunit C	""	map00564 Glycerophospholipid metabolism,map01110 Biosynthesis of secondary metabolites	14	2.236	0.183	-0.248	-0.314	1.653	0.033	-0.425	0.033	0.782	-0.314	0.469	0.398	-0.782	-1.03	-0.473
K00116	K00116	mqo	malate dehydrogenase (quinone) [EC:1.1.5.4]	Citrate cycle (TCA cycle, Krebs cycle)	map00020 Citrate cycle (TCA cycle),map00620 Pyruvate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	31	-0.66	-0.226	1.687	1.353	-0.226	-0.377	-0.84	-0.377	0.697	1.767	-0.787	1.907	-1.206	-1.467	-0.889
