OTU	isolate	Genus	lable	percentage_identity	alignment_length
EU432160.1.1564	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
FJ557914.1.1410	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
KU978236.1.1528	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.515	206
JF414111.1.1515	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	98.544	206
MQRW01000077.28123.29678	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
HQ758750.1.1456	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.515	206
JQ449897.1.1359	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JQ471209.1.1392	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JF224375.1.1373	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
KF105666.1.1385	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
FJ975823.1.1358	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.029	206
DQ796327.1.1412	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JF225442.1.1370	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JQ471202.1.1408	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JF149884.1.1368	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
FJ823144.1.1455	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.515	206
KF101781.1.1363	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
HQ769311.1.1452	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.515	206
KF101351.1.1355	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.515	206
JQ448398.1.1440	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JQ449753.1.1410	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.515	206
KF101400.1.1362	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
HK557129.1.1351	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
e50b637e1a0e7c64c266b2b0e1e6f9d7b1655227	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	95.146	206
KF098395.1.1368	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
JQ465263.1.1392	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
68a7e8fb4f9b80155dbe7b0b9339557ac58e338b	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.117	206
JQ460740.1.1408	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
KF098534.1.1371	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.602	206
DQ804820.1.1407	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.602	206
FJ975968.1.1364	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.515	206
JF219022.1.1324	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
CRCN01000468.75.1610	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
JF239639.1.1367	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JQ448779.1.1413	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
KF098405.1.1372	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
HK557133.1.1346	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.515	206
KF102316.1.1366	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
JQ455986.1.1402	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
U87827.1.1473	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.029	206
JF020028.1.1369	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
JQ446761.1.1416	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.029	206
HM250510.1.1367	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
CP002904.82570.84111	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
KX357822.1.1444	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.602	206
FJ558197.1.1408	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.602	206
KF068553.1.1369	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JQ453333.1.1413	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.029	206
JF024825.1.1368	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JQ471143.1.1423	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
KC545882.1.1494	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.602	206
JQ455272.1.1412	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
FJ975836.1.1366	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	100	206
FJ773366.1.1414	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
LQRG01000016.144.1709	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	98.058	206
JQ455719.1.1402	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JF189462.1.1369	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.117	206
JF150859.1.1383	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
KF102911.1.1369	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.602	206
0e94b882b9c53edd4434da55abb6818d567e2047	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.602	206
KF077130.1.1368	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
KF103975.1.1369	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JQ466556.1.1412	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.029	206
JF229272.1.1368	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	99.029	206
HQ812905.1.1457	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.602	206
KF094892.1.1366	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.087	206
GU045381.1.1442	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	96.117	206
JF189380.1.1368	Streptococcus_cristatus_27098_8_113	Streptococcus	Streptococcus spp. 27098_8_113	97.573	206
JF148635.1.1370	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
HQ781891.1.1463	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.117	206
JQ448488.1.1429	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
JF067804.1.1374	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
KF094495.1.1368	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
JQ460960.1.1406	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
GU432146.1.1216	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
MQRW01000077.28123.29678	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
516663e39d8bfa1cae85c3c6e7099a6c362bf70a	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
U87828.1.1484	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
DQ016843.1.1509	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
JQ457660.1.1411	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF163670.1.1367	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
HQ757925.1.1438	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	98.544	206
10542a0398eabb7ecdf83d01cc755aaab7282e73	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
KF098155.1.1370	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF089200.1.1367	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ404454.1.1248	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ449964.1.1404	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
KC358398.1.1277	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF163284.1.1367	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
AY923135.1.1559	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	98.058	206
KF095899.1.1367	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
JQ448802.1.1414	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
GQ398430.1.1537	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.029	206
AB559671.1.1541	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ460757.1.1415	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
EF511169.1.1491	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF148823.1.1369	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
JQ455453.1.1415	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
26887e87c899e4647226191df57704daa9e4f793	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.117	206
HQ809868.1.1460	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ448431.1.1389	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
AY923127.1.1556	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
297db2f59f8376aa5acdba90feb523931baf4623	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
JQ448711.1.1414	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ460640.1.1417	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
FJ558197.1.1408	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
HE681318.1.1546	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF047448.1.1367	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF234074.1.1370	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
JQ471125.1.1390	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.029	206
JF239562.1.1370	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
FJ976248.1.1389	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
JF134258.1.1367	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	98.058	206
AF235052.1.1547	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
JF118475.1.1365	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
KF064207.1.1375	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
LQRF01000396.3821.5386	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.029	206
GU045383.1.1369	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ449877.1.1409	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	98.058	206
JF232360.1.1370	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	98.544	206
JQ454228.1.1388	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
EU705393.1.1313	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
KF091700.1.1356	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	95.631	206
HQ176225.1.1507	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
FJ557971.1.1395	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
KF098534.1.1371	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
FJ975968.1.1364	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
JF172246.1.1367	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
JQ471569.1.1377	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF241111.1.1370	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
GQ155757.1.1357	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.117	206
JQ449753.1.1410	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
KF098517.1.1373	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
HQ818743.1.1458	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
KU324914.1.1231	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
JQ471209.1.1392	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
KP975176.1.1487	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
HQ818231.1.1461	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
KF099405.1.1366	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	95.146	206
KF095489.1.1369	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
JQ471047.1.1395	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
KF101351.1.1355	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
JF235744.1.1289	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	98.544	206
JQ453381.1.1414	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ456389.1.1409	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.029	206
KF068717.1.1372	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	95.631	206
JQ448586.1.1407	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	98.058	206
JF011534.1.1372	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
DQ800414.1.1407	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
JQ471000.1.1307	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ448679.1.1337	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
KU978236.1.1528	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
KF101781.1.1363	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
AB828326.1.1544	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
JQ449823.1.1382	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF219202.1.1370	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
KU324927.1.1338	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
HQ758750.1.1456	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
JQ455366.1.1371	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
FJ975971.1.1357	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
JQ448796.1.1393	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
HQ804402.1.1457	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.515	206
HM294863.1.1366	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
HM778156.1.1535	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ471202.1.1408	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ446761.1.1416	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	99.029	206
JQ448398.1.1440	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JQ448436.1.1289	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
1a571c5cf5abdbe72af5b00dfa2d0e985d1883c1	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
JF174774.1.1371	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	96.602	206
AY923137.1.1467	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
FJ983094.1.1542	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	98.058	206
JQ463830.1.1415	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
JF128566.1.1370	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.087	206
JF239639.1.1367	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
HQ804699.1.1455	Streptococcus_cristatus_27098_8_73	Streptococcus	Streptococcus spp. 27098_8_73	97.573	206
