KO	symbol	name	module	pathways
K00794	ribH, RIB4	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	map00740 Riboflavin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors
K00795	ispA	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	C10-C20 isoprenoid biosynthesis, bacteria	map00900 Terpenoid backbone biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K00796	folP	dihydropteroate synthase [EC:2.5.1.15]	Tetrahydrofolate biosynthesis, GTP => THF	map00790 Folate biosynthesis,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K00797	speE, SRM, SPE3	spermidine synthase [EC:2.5.1.16]	Methionine salvage pathway	map00270 Cysteine and methionine metabolism,map00330 Arginine and proline metabolism,map00480 Glutathione metabolism,map01100 Metabolic pathways
K00798	MMAB, pduO	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K00799	GST, gst	glutathione S-transferase [EC:2.5.1.18]		map00480 Glutathione metabolism,map00980 Metabolism of xenobiotics by cytochrome P450,map00982 Drug metabolism - cytochrome P450,map00983 Drug metabolism - other enzymes,map01100 Metabolic pathways,map01524 Platinum drug resistance,map04212 Longevity regulating pathway - worm,map05200 Pathways in cancer,map05204 Chemical carcinogenesis - DNA adducts,map05207 Chemical carcinogenesis - receptor activation,map05208 Chemical carcinogenesis - reactive oxygen species,map05225 Hepatocellular carcinoma,map05418 Fluid shear stress and atherosclerosis
K00800	aroA	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map00400 Phenylalanine, tyrosine and tryptophan biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01230 Biosynthesis of amino acids
K00801	FDFT1	farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]		map00100 Steroid biosynthesis,map00909 Sesquiterpenoid and triterpenoid biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K00803	AGPS, agpS	alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]		map00565 Ether lipid metabolism,map01100 Metabolic pathways,map04146 Peroxisome
K00805	hepS	heptaprenyl diphosphate synthase component 1 [EC:2.5.1.30]		map00900 Terpenoid backbone biosynthesis,map01110 Biosynthesis of secondary metabolites
K00806	uppS	undecaprenyl diphosphate synthase [EC:2.5.1.31]		map00550 Peptidoglycan biosynthesis,map00900 Terpenoid backbone biosynthesis,map01110 Biosynthesis of secondary metabolites
K00808	hss	homospermidine synthase [EC:2.5.1.44]		map00960 Tropane, piperidine and pyridine alkaloid biosynthesis,map01110 Biosynthesis of secondary metabolites
K00812	aspB	aspartate aminotransferase [EC:2.6.1.1]		map00220 Arginine biosynthesis,map00250 Alanine, aspartate and glutamate metabolism,map00270 Cysteine and methionine metabolism,map00330 Arginine and proline metabolism,map00350 Tyrosine metabolism,map00360 Phenylalanine metabolism,map00400 Phenylalanine, tyrosine and tryptophan biosynthesis,map00401 Novobiocin biosynthesis,map00950 Isoquinoline alkaloid biosynthesis,map00960 Tropane, piperidine and pyridine alkaloid biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01210 2-Oxocarboxylic acid metabolism,map01230 Biosynthesis of amino acids
K00813	aspC	aspartate aminotransferase [EC:2.6.1.1]		map00220 Arginine biosynthesis,map00250 Alanine, aspartate and glutamate metabolism,map00270 Cysteine and methionine metabolism,map00330 Arginine and proline metabolism,map00350 Tyrosine metabolism,map00360 Phenylalanine metabolism,map00400 Phenylalanine, tyrosine and tryptophan biosynthesis,map00401 Novobiocin biosynthesis,map00950 Isoquinoline alkaloid biosynthesis,map00960 Tropane, piperidine and pyridine alkaloid biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01210 2-Oxocarboxylic acid metabolism,map01230 Biosynthesis of amino acids
K00814	GPT, ALT	alanine transaminase [EC:2.6.1.2]	C4-dicarboxylic acid cycle, NAD - malic enzyme type	map00220 Arginine biosynthesis,map00250 Alanine, aspartate and glutamate metabolism,map00710 Carbon fixation in photosynthetic organisms,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01210 2-Oxocarboxylic acid metabolism,map01230 Biosynthesis of amino acids
K00817	hisC	histidinol-phosphate aminotransferase [EC:2.6.1.9]	Histidine biosynthesis, PRPP => histidine	map00340 Histidine metabolism,map00350 Tyrosine metabolism,map00360 Phenylalanine metabolism,map00400 Phenylalanine, tyrosine and tryptophan biosynthesis,map00401 Novobiocin biosynthesis,map00960 Tropane, piperidine and pyridine alkaloid biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01230 Biosynthesis of amino acids
K00819	rocD, OAT	ornithine--oxo-acid transaminase [EC:2.6.1.13]		map00330 Arginine and proline metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K00820	glmS, GFPT	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	map00250 Alanine, aspartate and glutamate metabolism,map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars,map04931 Insulin resistance,map05415 Diabetic cardiomyopathy
K00821	argD	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	map00220 Arginine biosynthesis,map00300 Lysine biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01210 2-Oxocarboxylic acid metabolism,map01230 Biosynthesis of amino acids
K00822	E2.6.1.18	beta-alanine--pyruvate transaminase [EC:2.6.1.18]		map00280 Valine, leucine and isoleucine degradation,map00410 beta-Alanine metabolism,map00640 Propanoate metabolism,map01100 Metabolic pathways
K00823	puuE	4-aminobutyrate aminotransferase [EC:2.6.1.19]	GABA (gamma-Aminobutyrate) shunt	map00250 Alanine, aspartate and glutamate metabolism,map00410 beta-Alanine metabolism,map00640 Propanoate metabolism,map00650 Butanoate metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments
K00824	dat	D-alanine transaminase [EC:2.6.1.21]		map00310 Lysine degradation,map00330 Arginine and proline metabolism,map00360 Phenylalanine metabolism,map00470 D-Amino acid metabolism,map01100 Metabolic pathways
K00826	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase [EC:2.6.1.42]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	map00270 Cysteine and methionine metabolism,map00280 Valine, leucine and isoleucine degradation,map00290 Valine, leucine and isoleucine biosynthesis,map00770 Pantothenate and CoA biosynthesis,map00966 Glucosinolate biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01210 2-Oxocarboxylic acid metabolism,map01230 Biosynthesis of amino acids,map01240 Biosynthesis of cofactors
K00830	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	Formaldehyde assimilation, serine pathway	map00250 Alanine, aspartate and glutamate metabolism,map00260 Glycine, serine and threonine metabolism,map00630 Glyoxylate and dicarboxylate metabolism,map00680 Methane metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map04146 Peroxisome
K00831	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	Serine biosynthesis, glycerate-3P => serine	map00260 Glycine, serine and threonine metabolism,map00270 Cysteine and methionine metabolism,map00680 Methane metabolism,map00750 Vitamin B6 metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01230 Biosynthesis of amino acids,map01240 Biosynthesis of cofactors
K00832	tyrB	aromatic-amino-acid transaminase [EC:2.6.1.57]	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	map00270 Cysteine and methionine metabolism,map00350 Tyrosine metabolism,map00360 Phenylalanine metabolism,map00400 Phenylalanine, tyrosine and tryptophan biosynthesis,map00401 Novobiocin biosynthesis,map00950 Isoquinoline alkaloid biosynthesis,map00960 Tropane, piperidine and pyridine alkaloid biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01230 Biosynthesis of amino acids
K00833	bioA	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	map00780 Biotin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K00835	avtA	valine--pyruvate aminotransferase [EC:2.6.1.66]		map00290 Valine, leucine and isoleucine biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K00836	ectB, dat	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	Ectoine biosynthesis, aspartate => ectoine	map00260 Glycine, serine and threonine metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01210 2-Oxocarboxylic acid metabolism,map01230 Biosynthesis of amino acids
K00839	pucG	(S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]		map00230 Purine metabolism,map01100 Metabolic pathways
K00840	astC	succinylornithine aminotransferase [EC:2.6.1.81]	Arginine succinyltransferase pathway, arginine => glutamate	map00330 Arginine and proline metabolism,map01100 Metabolic pathways
K00841	patA	aminotransferase [EC:2.6.1.-]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	map00300 Lysine biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01230 Biosynthesis of amino acids
K00845	glk	glucokinase [EC:2.7.1.2]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	map00010 Glycolysis / Gluconeogenesis,map00052 Galactose metabolism,map00500 Starch and sucrose metabolism,map00520 Amino sugar and nucleotide sugar metabolism,map00521 Streptomycin biosynthesis,map00524 Neomycin, kanamycin and gentamicin biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01250 Biosynthesis of nucleotide sugars
K00846	KHK	ketohexokinase [EC:2.7.1.3]		map00051 Fructose and mannose metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments
K00847	E2.7.1.4, scrK	fructokinase [EC:2.7.1.4]		map00051 Fructose and mannose metabolism,map00500 Starch and sucrose metabolism,map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01250 Biosynthesis of nucleotide sugars
K00848	rhaB	rhamnulokinase [EC:2.7.1.5]		map00040 Pentose and glucuronate interconversions,map00051 Fructose and mannose metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments
K00849	galK	galactokinase [EC:2.7.1.6]	Nucleotide sugar biosynthesis, galactose => UDP-galactose	map00052 Galactose metabolism,map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars
K00850	pfkA, PFK	6-phosphofructokinase 1 [EC:2.7.1.11]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	map00010 Glycolysis / Gluconeogenesis,map00030 Pentose phosphate pathway,map00051 Fructose and mannose metabolism,map00052 Galactose metabolism,map00680 Methane metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01230 Biosynthesis of amino acids,map03018 RNA degradation,map04066 HIF-1 signaling pathway,map04152 AMPK signaling pathway,map04919 Thyroid hormone signaling pathway,map04922 Glucagon signaling pathway,map05230 Central carbon metabolism in cancer
K00851	idnK, gntK	gluconokinase [EC:2.7.1.12]		map00030 Pentose phosphate pathway,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism
K00852	rbsK, RBKS	ribokinase [EC:2.7.1.15]		map00030 Pentose phosphate pathway,map01100 Metabolic pathways
K00853	araB	L-ribulokinase [EC:2.7.1.16]		map00040 Pentose and glucuronate interconversions,map01100 Metabolic pathways
K00854	xylB, XYLB	xylulokinase [EC:2.7.1.17]	Glucuronate pathway (uronate pathway)	map00040 Pentose and glucuronate interconversions,map01100 Metabolic pathways
K00856	ADK, adoK	adenosine kinase [EC:2.7.1.20]		map00230 Purine metabolism,map01100 Metabolic pathways,map01232 Nucleotide metabolism
K00857	tdk, TK	thymidine kinase [EC:2.7.1.21]		map00240 Pyrimidine metabolism,map00983 Drug metabolism - other enzymes,map01100 Metabolic pathways,map01232 Nucleotide metabolism
K00858	ppnK, NADK	NAD+ kinase [EC:2.7.1.23]		map00760 Nicotinate and nicotinamide metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K00859	coaE	dephospho-CoA kinase [EC:2.7.1.24]	Coenzyme A biosynthesis, pantothenate => CoA	map00770 Pantothenate and CoA biosynthesis,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K00860	cysC	adenylylsulfate kinase [EC:2.7.1.25]	Assimilatory sulfate reduction, sulfate => H2S	map00230 Purine metabolism,map00920 Sulfur metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments
K00863	DAK, TKFC	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	Formaldehyde assimilation, xylulose monophosphate pathway	map00051 Fructose and mannose metabolism,map00561 Glycerolipid metabolism,map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map04622 RIG-I-like receptor signaling pathway
K00864	glpK, GK	glycerol kinase [EC:2.7.1.30]		map00561 Glycerolipid metabolism,map01100 Metabolic pathways,map03320 PPAR signaling pathway,map04626 Plant-pathogen interaction
K00865	glxK, garK	glycerate 2-kinase [EC:2.7.1.165]		map00260 Glycine, serine and threonine metabolism,map00561 Glycerolipid metabolism,map00630 Glyoxylate and dicarboxylate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments
K00867	coaA	type I pantothenate kinase [EC:2.7.1.33]	Coenzyme A biosynthesis, pantothenate => CoA	map00770 Pantothenate and CoA biosynthesis,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K00868	pdxK, pdxY	pyridoxine kinase [EC:2.7.1.35]		map00750 Vitamin B6 metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K00869	MVK, mvaK1	mevalonate kinase [EC:2.7.1.36]	C5 isoprenoid biosynthesis, mevalonate pathway	map00900 Terpenoid backbone biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map04146 Peroxisome
K00872	thrB	homoserine kinase [EC:2.7.1.39]	Threonine biosynthesis, aspartate => homoserine => threonine	map00260 Glycine, serine and threonine metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01230 Biosynthesis of amino acids
K00873	PK, pyk	pyruvate kinase [EC:2.7.1.40]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	map00010 Glycolysis / Gluconeogenesis,map00620 Pyruvate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01230 Biosynthesis of amino acids,map04922 Glucagon signaling pathway,map04930 Type II diabetes mellitus,map05165 Human papillomavirus infection,map05203 Viral carcinogenesis,map05230 Central carbon metabolism in cancer
K00874	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	map00030 Pentose phosphate pathway,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism
K00876	udk, UCK	uridine kinase [EC:2.7.1.48]		map00240 Pyrimidine metabolism,map00983 Drug metabolism - other enzymes,map01100 Metabolic pathways,map01232 Nucleotide metabolism
K00878	thiM	hydroxyethylthiazole kinase [EC:2.7.1.50]	Thiamine salvage pathway, HMP/HET => TMP	map00730 Thiamine metabolism,map00740 Riboflavin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K00879	fucK	L-fuculokinase [EC:2.7.1.51]		map00040 Pentose and glucuronate interconversions,map00051 Fructose and mannose metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments
K00880	lyxK	L-xylulokinase [EC:2.7.1.53]		map00040 Pentose and glucuronate interconversions,map00053 Ascorbate and aldarate metabolism,map01100 Metabolic pathways
K00882	fruK	1-phosphofructokinase [EC:2.7.1.56]		map00051 Fructose and mannose metabolism,map01100 Metabolic pathways,map02060 Phosphotransferase system (PTS)
K00884	NAGK, nagK	N-acetylglucosamine kinase [EC:2.7.1.59]		map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars
K00885	nanK	N-acylmannosamine kinase [EC:2.7.1.60]		map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways
K00886	ppgK	polyphosphate glucokinase [EC:2.7.1.63]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	map00010 Glycolysis / Gluconeogenesis,map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01250 Biosynthesis of nucleotide sugars
